"X1" "X2" "X3" "X4" "X5" "X6" "fit.cluster"
-13.8266304159344 0.449674175595862 -4.59081281931967 5.77884829607374 1.117896 1.034671 3
-4.9654875349174 2.32129615394068 -10.8712641312992 9.1715185073623 1.468398 1.471473 3
2.41637413895181 18.9909017165314 4.86277450432805 -3.5318544647721 1.006707 1.006823 4
1.82215503287485 16.3838853480781 -1.80465767745116 -1.19409712940812 1.013417 1.016232 4
3.77543168887455 16.0341916113564 -5.85108095916299 -1.54091429049029 0.9827865 0.9795311 4
-17.4019303520983 0.148809001101443 -3.82561241751257 7.11045192935678 1.313417 1.026305 3
-15.7708275365712 -3.62991995502193 -2.37144649550876 -0.948577029630513 0.8543089 0.8518718 6
15.6793390631225 -34.0682527337583 -4.94307409083273 12.4372068201478 0.1368527 0.1254688 1
33.1864285772246 -13.6658192512679 17.6413065732049 -0.48097247647705 -0.03570647 -0.03940846 1
35.2570473710855 -13.2418077646829 0.573000352446819 -2.59001232650114 0.1147903 0.1152959 1
-10.5459766085841 2.75708197473957 -3.61254659982734 4.63945449832855 1.115459 1.119616 3
-25.5924470786343 -11.9503454383951 5.35511697351542 -5.77936889851455 1.556115 1.484116 2
-20.4877276745105 -9.42405179560487 -1.51569537796001 -0.364298017155742 1.327106 1.186044 2
-21.8858454457794 -5.32122606927041 7.36831331859459 -0.957074305528399 0.7980337 0.8085054 6
11.2104670980733 11.2657813947593 -8.3477691557579 -6.13673388044242 0.9625576 0.9620487 4
-23.8875711808083 -12.1910609061514 -2.60947394127093 -3.53591404625556 1.088007 0.9342002 6
-18.9693235405471 0.368792214230329 -3.02280797020259 5.09186755567754 1.405661 1.255204 2
13.7056961076874 8.41843406550831 -1.40620767790683 -5.80567220757352 0.9698237 0.9689015 4
5.62244647825262 11.0949435539601 1.45144485455782 4.16944694018048 1.008499 1.010071 4
3.32646467383163 18.3861511046319 -0.679728165159081 -4.06189092115781 0.9940811 0.9946316 4
-17.3412132795819 2.5142849650983 5.04153226856137 1.94149910855731 1.162369 1.194169 2
32.8363433641185 -12.3906227963449 -4.61525258034217 1.43239952685677 0.2462974 0.2453567 1
-17.5902875333514 -10.1524382135796 -3.64252942025413 -3.18852299806059 1.122795 1.019949 6
-23.2488182438121 -10.8534173579313 -3.9145897738814 -7.75832948254812 1.361733 1.353059 2
-17.284349513085 -8.93991616209265 -2.17329345766832 -3.5630587493527 0.9948791 1.021555 6
-19.1759256154175 -4.9947275479139 -2.22966906104066 -2.24161127828636 1.016552 0.8485091 6
-29.4286499923667 -12.8142007994173 1.52634543146218 -4.47516798931419 1.546865 1.395952 2
-16.8196442446294 -3.41622783965307 -4.70759529165492 7.66054084854267 1.015409 1.161664 3
